YEAR,MONTH,DAY,HOUR,MINUTE,MAGNITUDE
1994,1,17,12,30,6.7
1994,1,17,12,31,5.5
1994,1,17,12,32,3.3
1994,1,17,12,34,4.2
1994,1,17,12,36,3.8
1994,1,17,12,37,3.7
1994,1,17,12,39,4.4
1994,1,17,12,40,3.5
1994,1,17,12,40,4.3
1994,1,17,12,41,4
1994,1,17,12,42,3.4
1994,1,17,12,43,3.6
1994,1,17,12,46,3.5
1994,1,17,12,46,3.3
1994,1,17,12,49,3.8
1994,1,17,12,51,3.8
1994,1,17,12,55,4.1
1994,1,17,12,57,3.7
1994,1,17,12,59,3.7
1994,1,17,13,1,3.8
1994,1,17,13,1,3.1
1994,1,17,13,6,4.6
1994,1,17,13,8,3.6
1994,1,17,13,17,3.6
1994,1,17,13,22,3.9
1994,1,17,13,23,3.1
1994,1,17,13,25,3.4
1994,1,17,13,25,3.5
1994,1,17,13,26,4.7
1994,1,17,13,28,3.5
1994,1,17,13,29,3.8
1994,1,17,13,32,3.7
1994,1,17,13,32,3.1
1994,1,17,13,37,0
1994,1,17,13,37,3.9
1994,1,17,13,44,3.8
1994,1,17,13,45,3.9
1994,1,17,13,46,3.4
1994,1,17,13,56,4.4
1994,1,17,13,58,3
1994,1,17,14,0,3.2
1994,1,17,14,3,3.7
1994,1,17,14,6,3.7
1994,1,17,14,8,3.8
1994,1,17,14,14,4.4
1994,1,17,14,16,2.9
1994,1,17,14,17,2.6
1994,1,17,14,19,2.6
1994,1,17,14,19,2.6
1994,1,17,14,20,2.8
1994,1,17,14,21,2.7
1994,1,17,14,22,2.3
1994,1,17,14,22,2.6
1994,1,17,14,22,3
1994,1,17,14,23,0
1994,1,17,14,24,2.6
1994,1,17,14,26,3.8
1994,1,17,14,28,3.9
1994,1,17,14,29,1.9
1994,1,17,14,31,3.2
1994,1,17,14,33,3.3
1994,1,17,14,37,3
1994,1,17,14,45,3.2
1994,1,17,14,47,2.4
1994,1,17,14,48,2.6
1994,1,17,14,48,3.1
1994,1,17,14,50,3.8
1994,1,17,15,0,3.1
1994,1,17,15,3,3.1
1994,1,17,15,3,3.2
1994,1,17,15,7,4.2
1994,1,17,15,7,4.2
1994,1,17,15,9,2.3
1994,1,17,15,10,3.9
1994,1,17,15,12,2.9
1994,1,17,15,14,3.9
1994,1,17,15,15,3.2
1994,1,17,15,16,3.2
1994,1,17,15,20,3.4
1994,1,17,15,24,3.5
1994,1,17,15,29,3
1994,1,17,15,42,3.9
1994,1,17,15,43,3.1
1994,1,17,15,44,2.3
1994,1,17,15,45,3.9
1994,1,17,15,45,3.8
1994,1,17,15,49,3.2
1994,1,17,15,50,3.4
1994,1,17,15,50,0
1994,1,17,15,54,4.8
1994,1,17,16,16,3.8
1994,1,17,16,19,3.6
1994,1,17,16,21,3
1994,1,17,16,22,3.4
1994,1,17,16,26,3.3
1994,1,17,16,31,3.2
1994,1,17,16,32,2.4
1994,1,17,16,40,3.1
1994,1,17,16,42,2.9
1994,1,17,16,42,2.9
1994,1,17,16,44,3.1
1994,1,17,16,45,3.1
1994,1,17,16,49,3.3
1994,1,17,17,4,3
1994,1,17,17,9,3.2
1994,1,17,17,18,3
1994,1,17,17,21,3.5
1994,1,17,17,24,2.9
1994,1,17,17,25,2.8
1994,1,17,17,27,2.9
1994,1,17,17,29,3
1994,1,17,17,35,2.9
1994,1,17,17,38,2.8
1994,1,17,17,42,2.8
1994,1,17,17,43,3.1
1994,1,17,17,47,2.7
1994,1,17,17,50,2.7
1994,1,17,17,56,4.6
1994,1,17,17,58,2
1994,1,17,17,58,3.2
1994,1,17,18,14,3
1994,1,17,18,20,3.5
1994,1,17,18,22,3.2
1994,1,17,18,32,3.8
1994,1,17,18,39,3.1
1994,1,17,19,7,3.3
1994,1,17,19,12,2.7
1994,1,17,19,14,2.7
1994,1,17,19,23,3.6
1994,1,17,19,25,2.9
1994,1,17,19,28,2.7
1994,1,17,19,35,4
1994,1,17,19,43,4.1
1994,1,17,19,50,3.1
1994,1,17,19,54,3
1994,1,17,19,56,3.4
1994,1,17,19,58,3.6
1994,1,17,20,2,3.9
1994,1,17,20,5,3.8
1994,1,17,20,8,3.3
1994,1,17,20,11,3.8
1994,1,17,20,17,3.7
1994,1,17,20,23,3
1994,1,17,20,24,3.1
1994,1,17,20,31,3
1994,1,17,20,35,2.5
1994,1,17,20,38,3.4
1994,1,17,20,39,3.7
1994,1,17,20,44,3.1
1994,1,17,20,46,4.9
1994,1,17,20,50,3.8
1994,1,17,20,57,3.1
1994,1,17,21,2,3.1
1994,1,17,21,7,2.6
1994,1,17,21,9,2.7
1994,1,17,21,13,2.3
1994,1,17,21,14,2.4
1994,1,17,21,16,2.8
1994,1,17,21,20,2.7
1994,1,17,21,27,2.7
1994,1,17,21,31,2.4
1994,1,17,21,34,3.1
1994,1,17,21,44,2.4
1994,1,17,21,46,3
1994,1,17,21,49,2.9
1994,1,17,21,52,2.8
1994,1,17,21,56,2.9
1994,1,17,21,59,2.9
1994,1,17,22,11,3.5
1994,1,17,22,17,2.7
1994,1,17,22,21,3.5
1994,1,17,22,24,3.5
1994,1,17,22,37,2.9
1994,1,17,22,44,3
1994,1,17,22,45,2.9
1994,1,17,22,50,3.5
1994,1,17,22,57,3.5
1994,1,17,23,9,3.1
1994,1,17,23,13,2.6
1994,1,17,23,15,2.9
1994,1,17,23,33,5.6
1994,1,17,23,40,3.2
1994,1,17,23,42,2.8
1994,1,17,23,43,2.9
1994,1,17,23,44,3.1
1994,1,17,23,49,4
1994,1,17,23,53,2.7
1994,1,17,23,56,2.9
1994,1,18,0,1,3.6
1994,1,18,0,5,2.9
1994,1,18,0,6,3.1
1994,1,18,0,12,3
1994,1,18,0,16,2.8
1994,1,18,0,30,2.7
1994,1,18,0,32,2.6
1994,1,18,0,36,3.9
1994,1,18,0,39,4.4
1994,1,18,0,43,5.3
1994,1,18,0,54,3.3
1994,1,18,1,0,3.2
1994,1,18,1,17,3.6
1994,1,18,1,26,2.6
1994,1,18,1,31,2.6
1994,1,18,1,38,3
1994,1,18,1,43,2.8
1994,1,18,1,52,2.8
1994,1,18,1,54,2.8
1994,1,18,2,6,3.1
1994,1,18,2,15,3
1994,1,18,2,18,3
1994,1,18,2,20,2.7
1994,1,18,2,26,2.9
1994,1,18,2,28,2.8
1994,1,18,2,37,2.7
1994,1,18,2,49,2.7
1994,1,18,2,53,3.3
1994,1,18,3,5,2.5
1994,1,18,3,8,2.6
1994,1,18,3,11,2.9
1994,1,18,3,21,2.7
1994,1,18,3,27,2.8
1994,1,18,3,34,3.5
1994,1,18,4,1,4.3
1994,1,18,4,31,3.7
1994,1,18,4,43,3.6
1994,1,18,5,1,3
1994,1,18,5,31,3
1994,1,18,6,29,3.8
1994,1,18,6,42,3.4
1994,1,18,6,45,3.3
1994,1,18,6,50,3
1994,1,18,7,8,2.6
1994,1,18,7,11,3.4
1994,1,18,7,23,4
1994,1,18,7,49,3.3
1994,1,18,7,53,3.5
1994,1,18,8,3,2.7
1994,1,18,8,11,2.9
1994,1,18,8,11,2.9
1994,1,18,8,12,3
1994,1,18,8,19,3.1
1994,1,18,8,45,2.6
1994,1,18,8,53,2.4
1994,1,18,8,57,2.7
1994,1,18,9,0,2.5
1994,1,18,9,12,3
1994,1,18,9,25,2.1
1994,1,18,9,35,2.8
1994,1,18,9,41,3.7
1994,1,18,9,44,3.3
1994,1,18,9,47,2.7
1994,1,18,10,5,2.8
1994,1,18,10,7,2.6
1994,1,18,10,9,3.1
1994,1,18,10,18,2.8
1994,1,18,10,39,2.5
1994,1,18,10,45,2.5
1994,1,18,10,49,3.1
1994,1,18,10,53,3
1994,1,18,11,13,3.3
1994,1,18,11,29,2.4
1994,1,18,11,35,4.2
1994,1,18,11,37,2.3
1994,1,18,12,7,2.9
1994,1,18,12,16,2.7
1994,1,18,12,23,2.5
1994,1,18,12,38,2.6
1994,1,18,12,41,2.7
1994,1,18,12,42,3.4
1994,1,18,12,42,3.2
1994,1,18,13,7,2.2
1994,1,18,13,9,2.6
1994,1,18,13,11,2.3
1994,1,18,13,23,3
1994,1,18,13,24,4.3
1994,1,18,13,27,2.6
1994,1,18,13,33,3.1
1994,1,18,13,34,3.3
1994,1,18,14,5,3.2
1994,1,18,14,6,2.2
1994,1,18,14,17,3.5
1994,1,18,14,20,2.5
1994,1,18,14,27,3.2
1994,1,18,14,28,2.3
1994,1,18,14,47,3.6
1994,1,18,14,54,2.2
1994,1,18,14,58,2.6
1994,1,18,15,1,3.5
1994,1,18,15,9,3.2
1994,1,18,15,12,2.3
1994,1,18,15,19,3.9
1994,1,18,15,23,4.8
1994,1,18,15,39,2.3
1994,1,18,15,41,2.1
1994,1,18,15,42,3.5
1994,1,18,15,48,2.3
1994,1,18,15,51,4
1994,1,18,15,54,2.4
1994,1,18,15,56,2.5
1994,1,18,16,1,2.3
1994,1,18,16,4,2.9
1994,1,18,16,8,2.8
1994,1,18,16,15,2.6
1994,1,18,16,36,2.4
1994,1,18,16,42,2.4
1994,1,18,16,48,2.7
1994,1,18,16,56,3
1994,1,18,16,58,2.8
1994,1,18,17,7,2.3
1994,1,18,17,9,2.6
1994,1,18,17,18,2.6
1994,1,18,17,23,2
1994,1,18,17,24,2.3
1994,1,18,17,34,2.9
1994,1,18,17,37,2.9
1994,1,18,17,45,2.1
1994,1,18,17,53,2.3
1994,1,18,17,54,2.2
1994,1,18,18,0,2.2
1994,1,18,18,2,2.1
1994,1,18,18,9,2.5
1994,1,18,18,12,2.5
1994,1,18,18,24,2.7
1994,1,18,18,24,1.9
1994,1,18,18,30,2.5
1994,1,18,18,34,2.2
1994,1,18,18,35,3.3
1994,1,18,18,35,3.4
1994,1,18,18,45,2.7
1994,1,18,19,24,3
1994,1,18,19,28,3.1
1994,1,18,19,56,2.5
1994,1,18,19,59,3.3
1994,1,18,20,7,3
1994,1,18,20,16,2.8
1994,1,18,20,24,3
1994,1,18,20,27,2.1
1994,1,18,20,35,2.7
1994,1,18,20,37,2.6
1994,1,18,20,53,2.7
1994,1,18,20,55,2.8
1994,1,18,20,57,2.1
1994,1,18,21,14,3.1
1994,1,18,21,20,2.5
1994,1,18,21,36,2.5
1994,1,18,21,49,2.4
1994,1,18,22,22,2.5
1994,1,18,22,36,2.2
1994,1,18,22,40,2.6
1994,1,18,22,40,2.5
1994,1,18,22,45,2.6
1994,1,18,22,52,2.3
1994,1,18,22,56,2.5
1994,1,18,22,59,2.2
1994,1,18,23,34,2.4
1994,1,18,23,40,2.4
1994,1,18,23,48,2.4
1994,1,19,0,2,2.4
1994,1,19,0,3,3.2
1994,1,19,0,31,2.4
1994,1,19,0,38,2.1
1994,1,19,0,47,2.3
1994,1,19,0,54,2.1
1994,1,19,1,9,2.6
1994,1,19,1,17,3
1994,1,19,1,24,2.9
1994,1,19,1,26,3.5
1994,1,19,1,33,2.5
1994,1,19,1,37,2.7
1994,1,19,1,39,2.2
1994,1,19,2,16,2.3
1994,1,19,2,18,2.3
1994,1,19,2,25,3.1
1994,1,19,2,28,2
1994,1,19,2,29,2.7
1994,1,19,2,37,2.6
1994,1,19,2,54,2.8
1994,1,19,3,9,2.6
1994,1,19,3,23,3.3
1994,1,19,3,31,2.8
1994,1,19,3,57,3.3
1994,1,19,4,15,2.5
1994,1,19,4,17,2.2
1994,1,19,4,22,2.3
1994,1,19,4,31,2.9
1994,1,19,4,40,4.3
1994,1,19,4,43,4.1
1994,1,19,4,46,1.9
1994,1,19,4,57,2.7
1994,1,19,5,6,2.9
1994,1,19,5,13,2.8
1994,1,19,5,14,3.6
1994,1,19,5,21,2.8
1994,1,19,5,25,2.6
1994,1,19,5,45,2.4
1994,1,19,6,11,2.6
1994,1,19,6,23,3.3
1994,1,19,6,25,2.4
1994,1,19,6,31,2.4
1994,1,19,6,42,2.3
1994,1,19,7,9,2.4
1994,1,19,7,11,2.1
1994,1,19,7,14,4
1994,1,19,7,15,2.6
1994,1,19,7,17,2.2
1994,1,19,7,29,2.5
1994,1,19,7,39,2.5
1994,1,19,7,44,2.5
1994,1,19,7,47,2.4
1994,1,19,7,49,2.2
1994,1,19,7,58,3.3
1994,1,19,8,24,3.3
1994,1,19,9,4,2.2
1994,1,19,9,5,2.5
1994,1,19,9,13,4.1
1994,1,19,9,19,2.6
1994,1,19,9,24,2.5
1994,1,19,9,36,2.6
1994,1,19,9,50,2.4
1994,1,19,10,11,2.7
1994,1,19,10,16,1.7
1994,1,19,10,24,1.9
1994,1,19,10,28,2.2
1994,1,19,10,34,1.8
1994,1,19,10,35,1.9
1994,1,19,10,36,1.9
1994,1,19,10,39,2.1
1994,1,19,10,40,2.3
1994,1,19,10,44,2.6
1994,1,19,10,47,2.7
1994,1,19,10,51,3.1
1994,1,19,10,56,1.5
1994,1,19,11,6,3.2
1994,1,19,11,10,2.4
1994,1,19,11,13,2.3
1994,1,19,11,26,2
1994,1,19,11,29,2.1
1994,1,19,11,32,2.3
1994,1,19,11,41,2.6
1994,1,19,11,46,2.3
1994,1,19,12,2,2.2
1994,1,19,12,7,2.3
1994,1,19,12,10,2.9
1994,1,19,12,15,2.9
1994,1,19,12,25,2
1994,1,19,12,31,2.3
1994,1,19,12,38,3.5
1994,1,19,12,46,2.5
1994,1,19,13,14,1.9
1994,1,19,13,15,1.6
1994,1,19,13,17,2.9
1994,1,19,13,36,1.6
1994,1,19,13,39,2.2
1994,1,19,13,44,2.5
1994,1,19,13,48,1.8
1994,1,19,14,9,4.5
1994,1,19,14,24,2
1994,1,19,14,27,2.2
1994,1,19,14,28,2.6
1994,1,19,14,44,2.2
1994,1,19,14,46,4
1994,1,19,14,48,2.5
1994,1,19,14,59,2.3
1994,1,19,15,2,2.2
1994,1,19,15,3,3.7
1994,1,19,15,14,2.4
1994,1,19,15,17,2.4
1994,1,19,15,22,2.3
1994,1,19,15,44,2
1994,1,19,15,46,2.2
1994,1,19,15,56,2
1994,1,19,15,56,1.8
1994,1,19,15,57,2.3
1994,1,19,16,3,2.2
1994,1,19,16,5,2.2
1994,1,19,16,6,1.7
1994,1,19,16,7,2.2
1994,1,19,16,16,2
1994,1,19,16,19,2.4
1994,1,19,16,22,1.8
1994,1,19,16,24,2
1994,1,19,16,26,1.9
1994,1,19,16,41,2.3
1994,1,19,16,42,2.2
1994,1,19,16,48,1.7
1994,1,19,16,53,1.7
1994,1,19,17,0,1.7
1994,1,19,17,2,2.9
1994,1,19,17,3,2.1
1994,1,19,17,16,2.4
1994,1,19,17,19,2.3
1994,1,19,17,30,2.1
1994,1,19,17,36,2.1
1994,1,19,17,38,2.4
1994,1,19,17,39,1.9
1994,1,19,17,44,2
1994,1,19,17,46,3.1
1994,1,19,18,4,2.1
1994,1,19,18,13,2
1994,1,19,18,22,2.2
1994,1,19,18,25,1.9
1994,1,19,18,33,1.9
1994,1,19,18,37,1.9
1994,1,19,18,39,2.5
1994,1,19,18,45,2.3
1994,1,19,18,52,2
1994,1,19,19,0,1.8
1994,1,19,19,1,2
1994,1,19,19,6,2.4
1994,1,19,19,10,2
1994,1,19,19,11,2.1
1994,1,19,19,11,1.9
1994,1,19,19,12,1.8
1994,1,19,19,17,2.1
1994,1,19,19,18,1.7
1994,1,19,19,22,2.4
1994,1,19,19,24,1.9
1994,1,19,19,32,2.6
1994,1,19,19,43,2.3
1994,1,19,19,45,2.6
1994,1,19,19,50,3.8
1994,1,19,20,0,2
1994,1,19,20,15,1.7
1994,1,19,20,16,1.8
1994,1,19,20,17,3.3
1994,1,19,20,23,2.2
1994,1,19,20,27,1.8
1994,1,19,20,40,2.2
1994,1,19,20,45,2.3
1994,1,19,20,47,2.3
1994,1,19,20,49,2
1994,1,19,20,53,2.1
1994,1,19,21,8,2.4
1994,1,19,21,9,5
1994,1,19,21,11,4.8
1994,1,19,21,13,2.9
1994,1,19,21,15,2.9
1994,1,19,21,17,3.1
1994,1,19,21,22,2.7
1994,1,19,21,26,2.9
1994,1,19,21,34,3.5
1994,1,19,21,37,2.8
1994,1,19,21,42,3.5
1994,1,19,21,54,2
1994,1,19,22,6,2.9
1994,1,19,22,17,2.6
1994,1,19,22,23,2.3
1994,1,19,22,24,2.9
1994,1,19,22,31,2.5
1994,1,19,22,44,2.5
1994,1,19,22,47,2
1994,1,19,22,49,2.4
1994,1,19,22,51,2.6
1994,1,19,22,59,3.2
1994,1,19,23,4,2.7
1994,1,19,23,6,2.8
1994,1,19,23,18,2.6
1994,1,19,23,26,1.7
1994,1,19,23,40,2.2
1994,1,19,23,44,2.4
1994,1,19,23,46,2.1
1994,1,19,23,50,2.1
1994,1,19,23,54,2.2
1994,1,19,23,57,2.1
1994,1,19,23,57,2.2
1994,1,19,23,59,3.2
1994,1,20,0,8,2.2
1994,1,20,0,12,2.2
1994,1,20,0,15,2.1
1994,1,20,0,18,2.2
1994,1,20,0,22,2.4
1994,1,20,0,26,1.9
1994,1,20,0,32,2.3
1994,1,20,0,49,1.9
1994,1,20,1,3,2.4
1994,1,20,1,17,2
1994,1,20,1,18,2.4
1994,1,20,1,41,2.8
1994,1,20,1,43,2.4
1994,1,20,1,48,2.2
1994,1,20,1,51,2.1
1994,1,20,2,4,1.6
1994,1,20,2,5,2.1
1994,1,20,2,19,2.7
1994,1,20,2,22,2.9
1994,1,20,2,26,2.3
1994,1,20,2,30,2
1994,1,20,2,31,2.1
1994,1,20,2,34,2
1994,1,20,2,35,3
1994,1,20,2,38,2
1994,1,20,2,39,2.5
1994,1,20,2,45,2.6
1994,1,20,2,57,2.4
1994,1,20,3,0,2.4
1994,1,20,3,1,2.6
1994,1,20,3,6,2.5
1994,1,20,3,14,2.6
1994,1,20,3,34,2
1994,1,20,3,55,2.6
1994,1,20,4,0,1.8
1994,1,20,4,2,1.8
1994,1,20,4,10,1.9
1994,1,20,4,10,1.7
1994,1,20,4,12,1.6
1994,1,20,4,22,2
1994,1,20,4,24,3
1994,1,20,4,32,2.8
1994,1,20,4,36,2.8
1994,1,20,4,39,2.4
1994,1,20,4,52,2.7
1994,1,20,4,54,2.6
1994,1,20,5,15,2
1994,1,20,5,16,1.9
1994,1,20,5,26,2.1
1994,1,20,5,32,1.9
1994,1,20,5,51,1.8
1994,1,20,5,53,1.9
1994,1,20,5,58,3.6
1994,1,20,6,0,2.1
1994,1,20,6,6,1.8
1994,1,20,6,10,1.8
1994,1,20,6,11,2.1
1994,1,20,6,19,2.2
1994,1,20,6,21,2
1994,1,20,6,23,2.5
1994,1,20,6,30,2.1
1994,1,20,6,34,1.9
1994,1,20,6,36,2.3
1994,1,20,6,57,1.9
1994,1,20,6,58,3.8
1994,1,20,7,0,3.3
1994,1,20,7,4,2.4
1994,1,20,7,16,1.9
1994,1,20,7,22,3.8
1994,1,20,7,24,2.5
1994,1,20,7,32,2.4
1994,1,20,7,35,2.1
1994,1,20,7,44,2
1994,1,20,7,50,2
1994,1,20,7,56,2.3
1994,1,20,8,3,2.4
1994,1,20,8,5,2.3
1994,1,20,8,7,1.8
1994,1,20,8,9,1.9
1994,1,20,8,14,1.8
1994,1,20,8,16,1.9
1994,1,20,8,25,1.9
1994,1,20,8,37,1.8
1994,1,20,8,41,2.2
1994,1,20,8,54,2.3
1994,1,20,8,58,3.3
1994,1,20,9,4,1.7
1994,1,20,9,11,2.4
1994,1,20,9,14,2.2
1994,1,20,9,31,1.6
1994,1,20,9,33,1.6
1994,1,20,9,36,1.8
1994,1,20,9,41,1.5
1994,1,20,9,43,1.8
1994,1,20,9,56,2.1
1994,1,20,9,57,2.7
1994,1,20,10,3,2.5
1994,1,20,10,7,2.8
1994,1,20,10,10,2.1
1994,1,20,10,20,1.8
1994,1,20,10,22,2.3
1994,1,20,10,24,1.9
1994,1,20,10,25,1.8
1994,1,20,10,28,1.9
1994,1,20,10,30,2
1994,1,20,10,33,2.1
1994,1,20,10,40,1.9
1994,1,20,10,49,1.7
1994,1,20,10,50,2.4
1994,1,20,11,6,3.1
1994,1,20,11,9,1.9
1994,1,20,11,13,1.9
1994,1,20,11,14,1.7
1994,1,20,11,27,2.5
1994,1,20,11,29,2.2
1994,1,20,11,31,2.1
1994,1,20,11,32,2.2
1994,1,20,11,36,2.8
1994,1,20,11,37,3.3
1994,1,20,11,38,2.2
1994,1,20,11,40,2
1994,1,20,11,42,2.1
1994,1,20,11,58,2.6
1994,1,20,12,18,2.2
1994,1,20,12,24,2.1
1994,1,20,12,26,3.3
1994,1,20,12,28,2
1994,1,20,12,31,1.9
1994,1,20,12,44,2.1
1994,1,20,13,0,2
1994,1,20,13,7,1.7
1994,1,20,13,22,1.7
1994,1,20,13,24,2.5
1994,1,20,13,27,2.1
1994,1,20,13,30,2.7
1994,1,20,13,34,1.8
1994,1,20,13,36,1.7
1994,1,20,13,42,2.2
1994,1,20,13,47,2.2
1994,1,20,13,56,3.2
1994,1,20,14,0,2.2
1994,1,20,14,3,2.4
1994,1,20,14,8,2.5
1994,1,20,14,12,2.4
1994,1,20,14,19,3.4
1994,1,20,14,22,2.6
1994,1,20,14,38,2.3
1994,1,20,14,52,2
1994,1,20,15,5,2.9
1994,1,20,15,11,2.8
1994,1,20,15,13,2
1994,1,20,15,23,2
1994,1,20,15,29,1.8
1994,1,20,15,45,2.1
1994,1,20,15,55,1.9
1994,1,20,15,57,2.4
1994,1,20,16,5,1.9
